ID_SPPG,Status_Pengajuan,Status_Operasional,Kota_Kabupaten,Provinsi,Alamat
P4BH9KR3,Penentuan KA SPPG,Belum Beroperasi,KAB. MALANG,JAWA TIMUR,"Jalan Tirto Mulyo 66 C Klandungan, Landungsari RT 03/RW 09, LANDUNGSARI, DAU, KAB. MALANG, JAWA TIMUR"
SRQAJKYY,Penentuan KA SPPG,Belum Beroperasi,KOTA TUAL,MALUKU,"Jl. Baldu Wahadat - Mangon, TUAL, PULAU DULLAH SELATAN, KOTA TUAL, MALUKU"
WSUQAAO9,Penentuan KA SPPG,Belum Beroperasi,KAB. MALANG,JAWA TIMUR,"Jalan Raya Kebobang RT03/ RW01, Dusun Kebobang, Desa Kebobang, KEBOBANG, WONOSARI, KAB. MALANG, JAWA TIMUR"
CACESL3C,Penentuan KA SPPG,Belum Beroperasi,KAB. BLORA,JAWA TENGAH,"26G2+7P7, RT.01/RW.01, Kedungwungu, Kec. Todanan, Kabupaten Blora, Jawa Tengah 58256, KEDUNGWUNGU, TODANAN, KAB. BLORA, JAWA TENGAH"
NRGJQ6KU,Penentuan KA SPPG,Belum Beroperasi,KOTA SURAKARTA,JAWA TENGAH,"JALAN MAWAR NO 12, PENUMPING, KECAMATAN LAWEYAN, KOTA SURAKARTA, JAWA TENGAH, 57141, PENUMPING, LAWEYAN, KOTA SURAKARTA, JAWA TENGAH"
DA49HRPE,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jl. Kinanti No. 20, TURANGGA, LENGKONG, KOTA BANDUNG, JAWA BARAT"
38KU92JN,Penentuan KA SPPG,Belum Beroperasi,KAB. REJANG LEBONG,BENGKULU,"JL. Rumah Yatim Ar- Rayhan, AIR MELES BAWAH, CURUP TIMUR, KAB. REJANG LEBONG, BENGKULU"
YLVGYWWQ,Penentuan KA SPPG,Belum Beroperasi,KAB. DELI SERDANG,SUMATERA UTARA,"Suka Raya, Deli Serdang Regency, North Sumatra, SEI MENCIRIM, SUNGGAL, KAB. DELI SERDANG, SUMATERA UTARA"
4JQLAMF3,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jalan Soekarno Hatta ,Gang Bumi Teliyu,Labuan Ratu,Kelurahan Labuhan Ratu,Kecamatan Labuhan  Ratu Kota Bandar Lampung 35142, LABUHAN RATU RAYA, LABUHAN RATU, KOTA BANDAR LAMPUNG, LAMPUNG"
8ZZ4OJNR,Penentuan KA SPPG,Belum Beroperasi,KAB. KUNINGAN,JAWA BARAT,"Jalan Pramuka, No. 2, Kelurahan Purwawinangun, Kecamatan Kuningan. Kabupaten. Kuningan, Jawa Barat, PURWAWINANGUN, KUNINGAN, KAB. KUNINGAN, JAWA BARAT"
SWWUUQ03,Penentuan KA SPPG,Belum Beroperasi,KAB. BLORA,JAWA TENGAH,"372X+QXF Beganjing, Blora Regency, Central Java, BEGANJING, JAPAH, KAB. BLORA, JAWA TENGAH"
QSWP2OPL,Penentuan KA SPPG,Belum Beroperasi,KAB. SOPPENG,SULAWESI SELATAN,"Perumahan Ravilla Recidance Blok A no 1, Kelurahan Lalabata, Kabupaten Soppeng,Sulawesi Selatan, LALABATA RILAU, LALABATA, KAB. SOPPENG, SULAWESI SELATAN"
AA5LWWRR,Penentuan KA SPPG,Belum Beroperasi,KAB. WAY KANAN,LAMPUNG,"Sukabumi Kecamatan Pakuan Ratu Kabupaten Way Kanan Provinsi Lampung , SUKABUMI, PAKUAN RATU, KAB. WAY KANAN, LAMPUNG"
NXES7H4J,Penentuan KA SPPG,Belum Beroperasi,KOTA SEMARANG,JAWA TENGAH,"Pusponjolo Barat Raya 32, BOJONGSALAMAN, SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH"
FFSZ2BCP,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"94G4+FCP, Jl. Raya Karangnunggal, Simpang, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187, SIMPANG, BANTARKALONG, KAB. TASIKMALAYA, JAWA BARAT"
NVJQ3ULU,Penentuan KA SPPG,Belum Beroperasi,KAB. HALMAHERA SELATAN,MALUKU UTARA,"Jl. Babang Desa Marabose Kec. Bacan Kab. Halmahera Selatan Provinsi Maluku Utara, MARABOSE, BACAN, KAB. HALMAHERA SELATAN, MALUKU UTARA"
OLFBS79R,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"kp ereng wetan rt 01 rw 12, BOJONGEMAS, SOLOKANJERUK, KAB. BANDUNG, JAWA BARAT"
MNRBIUOJ,Penentuan KA SPPG,Belum Beroperasi,KAB. MAGELANG,JAWA TENGAH,"Dusun Pedak, Desa Bumierejo, Kotak C no.93, Persil 90 a, Klas s.IV, BUMIREJO, MUNGKID, KAB. MAGELANG, JAWA TENGAH"
4NLEZTUA,Penentuan KA SPPG,Belum Beroperasi,KAB. ROKAN HILIR,RIAU,"Jl Lintas Bagansiapiapi - Ujung Tanjung, Kampung Melati  Kecamatan Tanah Putih Tanjung Melawan, UJUNG TANJUNG, TANAH PUTIH, KAB. ROKAN HILIR, RIAU"
HQKFUFD8,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Desa Binong tengah, RT/RW 014/04, CITRAJAYA, BINONG, KAB. SUBANG, JAWA BARAT"
BMK051UK,Penentuan KA SPPG,Belum Beroperasi,KAB. BREBES,JAWA TENGAH,": Jalan Terusan Islamic Center KM 3 Kelurahan Limbangan Wetan Rt 06 Rw 03 Kecamatan Brebes Kabupaten Brebes 52218, LIMBANGAN WETAN, BREBES, KAB. BREBES, JAWA TENGAH"
RPEYNJHB,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Jl.Sumadiraja Rt.001 Rw.014 Kp.Cibungur Indah Kel.Karawang Wetan Kec. Karawang Timur Kab.Karawang Jawa Barat 41314, KARAWANG WETAN, KARAWANG TIMUR, KAB. KARAWANG, JAWA BARAT"
DVJISEBQ,Penentuan KA SPPG,Belum Beroperasi,KOTA TEGAL,JAWA TENGAH,"Jl. Abdul Syukur, Margadana, Kec. Margadana, Kota Tegal, Jawa Tengah, MARGADANA, MARGADANA, KOTA TEGAL, JAWA TENGAH"
VS4NXZGF,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA,"Komplek Angkasa Jl. Surya, RT 05 / RW 9, Kel. Halim Perdanakusuma, Kec. Makasar Kota Jakarta Timur, DKI Jakarta, 13610, HALIM PERDANA KUSUMA, MAKASAR, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA"
KJ4KB2WZ,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Kawasan Produksi-1 Bandara Husein Sastranegara, Jl. Pajajaran, Kel. Husen Sastarnegara, Kec. Cicendo, Kota Bandung, Jawa Barat, 40174, HUSEN SASTRANEGARA, CICENDO, KOTA BANDUNG, JAWA BARAT"
VFJWZQV0,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Kawasan Produksi-1 Bandara Husein Sastranegara, Jl. Pajajaran, Kel. Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat, HUSEN SASTRANEGARA, CICENDO, KOTA BANDUNG, JAWA BARAT"
SW9HX2JP,Penentuan KA SPPG,Belum Beroperasi,KAB. TABANAN,BALI,"Pertokoan Griya Multi Jadi no 6 - 10  Desa Banyar Anyar kediri Tabanan Bali
, BANJAR ANYAR, KEDIRI, KAB. TABANAN, BALI"
UGED4DHQ,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGGAI LAUT,SULAWESI TENGAH,"Jalan R Tadja No.2, Dodung, Kecamatan Banggai, Kabupaten Banggai Laut, Sulawesi Tengah, DODUNG, BANGGAI, KAB. BANGGAI LAUT, SULAWESI TENGAH"
DCM8O8U4,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGKALAN,JAWA TIMUR,"Jalan KH. A. Dahlan No.374, Kedundung, Patereman, Kec. Modung, Kabupaten Bangkalan, Jawa Timur 69166, PATEREMAN, MODUNG, KAB. BANGKALAN, JAWA TIMUR"
2DMIUD23,Penentuan KA SPPG,Belum Beroperasi,KAB. MALANG,JAWA TIMUR,"DUSUN KARANGAN RT 06 RW 02 DESA DONOWARIH
KEC. KARANGPLOSO KAB. MALANG
, DONOWARIH, KARANG PLOSO, KAB. MALANG, JAWA TIMUR"
3RPJZMK9,Penentuan KA SPPG,Belum Beroperasi,KAB. TANJUNG JABUNG TIMUR,JAMBI,"Jalan jalur 2 RT. 07, CATUR RAHAYU, DENDANG, KAB. TANJUNG JABUNG TIMUR, JAMBI"
ECNDG5XQ,Penentuan KA SPPG,Belum Beroperasi,KAB. MUARO JAMBI,JAMBI,"Jalan Raya Kasang Pudak Lorong telaga biru RT. 10, KASANG KUMPEH, KUMPEH ULU, KAB. MUARO JAMBI, JAMBI"
QJDZPICT,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA TIMUR,DKI JAKARTA,"Jl. Pacuan Kuda Raya No.1, RT.1/RW.05, KAYU PUTIH, PULOGADUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA"
J1IDBTLG,Penentuan KA SPPG,Belum Beroperasi,KAB. BLORA,JAWA TENGAH,"Jl. Raya Andongrejo Dk. Ndenguk, ANDONGREJO, BLORA, KAB. BLORA, JAWA TENGAH"
PYNIRVTG,Penentuan KA SPPG,Belum Beroperasi,KOTA TANGERANG SELATAN,BANTEN,"Rumah Buaran

Jl.H.Jamat no 34 Kp. Jati RT 03/RW 05 Kelurahan Buaran Kecamatan Serpong Kota Tangsel, BUARAN, SERPONG, KOTA TANGERANG SELATAN, BANTEN"
P8KDLCIC,Penentuan KA SPPG,Belum Beroperasi,KAB. GOWA,SULAWESI SELATAN,"Jalan Syekh Yusuf No. 54 C, KATANGKA, SOMBA OPU, KAB. GOWA, SULAWESI SELATAN"
VJZRCPWV,Penentuan KA SPPG,Belum Beroperasi,KAB. GOWA,SULAWESI SELATAN,"Jalan Syekh Yusuf No. 54 B, KATANGKA, SOMBA OPU, KAB. GOWA, SULAWESI SELATAN"
IHFNW9SA,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Munjul Rt. 001 Rw. 001 Ds. Sirnasari Kab. Sukabumi Provinsi Jawa Barat, SIRNASARI, SURADE, KAB. SUKABUMI, JAWA BARAT"
FOYJOM1Y,Penentuan KA SPPG,Belum Beroperasi,KAB. PEKALONGAN,JAWA TENGAH,"Jl. Wan Agung No. 3 Blumbang Pegaden Tengah Kecamatan
Wonopringgo Kabupaten Pekalongan Provinsi Jawa Tengah
, WONOPRINGGO, WONOPRINGGO, KAB. PEKALONGAN, JAWA TENGAH"
PUEYKVLD,Penentuan KA SPPG,Belum Beroperasi,KOTA BEKASI,JAWA BARAT,"JALAN RAYA NAROGONG KM6 KELURAHAN BOJONG RAWA LUMBU KEC.RAWA LUMBU, BOJONG RAWALUMBU, RAWALUMBU, KOTA BEKASI, JAWA BARAT"
QACUFFW3,Penentuan KA SPPG,Belum Beroperasi,KAB. TULANG BAWANG BARAT,LAMPUNG,"Jalan Raya Panaragan Jaya, Rt/Rw 002/002,Kec. Tulang Bawang Tengah, Kab. Tulang Bawang Barat, PANARAGAN JAYA , TULANG BAWANG TENGAH, KAB. TULANG BAWANG BARAT, LAMPUNG"
LAL9MWJQ,Penentuan KA SPPG,Belum Beroperasi,KAB. AGAM,SUMATERA BARAT,"Jl. Simpang Bukik No 16, Bukik Batabuah, Kec. Canduang, BUKIK BATABUAH, CANDUNG, KAB. AGAM, SUMATERA BARAT"
JQHMVQO6,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGGAI LAUT,SULAWESI TENGAH,"JL. PATTIMURA NO. 6, LOMPIO, BANGGAI, KAB. BANGGAI LAUT, SULAWESI TENGAH"
2EEZMUZH,Penentuan KA SPPG,Belum Beroperasi,KAB. SIDENRENG RAPPANG,SULAWESI SELATAN,"jl. Ahmad Taufik, RAPPANG, PANCA RIJANG, KAB. SIDENRENG RAPPANG, SULAWESI SELATAN"
UFMNFP0N,Penentuan KA SPPG,Belum Beroperasi,KAB. BANYUMAS,JAWA TENGAH,"Jl. Raya Wangon-Lumbir, Kecamatan Lumbir, Kab. Banyumas, LUMBIR, LUMBIR, KAB. BANYUMAS, JAWA TENGAH"
ZA71WODA,Penentuan KA SPPG,Belum Beroperasi,KAB. NIAS SELATAN,SUMATERA UTARA,"Jalan Arah Lagundri KM 7 , BAWONAHONO, FANAYAMA, KAB. NIAS SELATAN, SUMATERA UTARA"
YFWKQHKS,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"Dusun Margo Utomo RT003/RW002, Desa Rajabasa Lama I, Kec Labuhan Ratu, Lampung Timur, RAJABASA LAMA I, LABUHAN RATU, KAB. LAMPUNG TIMUR, LAMPUNG"
8VTFQVWK,Penentuan KA SPPG,Belum Beroperasi,KAB. WONOGIRI,JAWA TENGAH,"Jl. RM Said, Joho Lor, Giriwono, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57613, GIRIWONO, WONOGIRI, KAB. WONOGIRI, JAWA TENGAH"
JG6VHZQU,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Dusun Cibuaya 1, No. 44, RT005/RW002, CIBUAYA, CIBUAYA, KAB. KARAWANG, JAWA BARAT"
7EFYN1CW,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGGAI LAUT,SULAWESI TENGAH,"JL. MANDAPAR, LOMPIO, BANGGAI, KAB. BANGGAI LAUT, SULAWESI TENGAH"
LKC1SNFO,Penentuan KA SPPG,Belum Beroperasi,KAB. SAMPANG,JAWA TIMUR,"Dusun Lembanah Desa Tlambah Kecamatan Karang Penang Kabupaten Sampang, TLAMBAH, KARANGPENANG, KAB. SAMPANG, JAWA TIMUR"
ZSSYZ40U,Penentuan KA SPPG,Belum Beroperasi,KAB. MAROS,SULAWESI SELATAN,"Jl. Ruko Marumpa, Nomor 21/22, Kecamatan Marusu, Kabupaten Maros, Sulawesi Selatan, MA'RUMPA, MARUSU, KAB. MAROS, SULAWESI SELATAN"
O2IAVXSM,Penentuan KA SPPG,Belum Beroperasi,KOTA MAKASSAR,SULAWESI SELATAN,"Jl. Rusa. No. 33 - 35, MARICAYA, MAKASSAR, KOTA MAKASSAR, SULAWESI SELATAN"
MYX5H4PE,Penentuan KA SPPG,Belum Beroperasi,KOTA SUKABUMI,JAWA BARAT,"Jalan Lingkar Selatan RT 004 RW 012 Kelurahan  Dayeuhluhur Kecamatan Warudoyong Kota Sukabumi Provinsi Jawa Barat, DAYEUHLUHUR, WARUDOYONG, KOTA SUKABUMI, JAWA BARAT"
NW8TNYWL,Penentuan KA SPPG,Belum Beroperasi,KAB. TASIKMALAYA,JAWA BARAT,"Kp. Sukamanah RT. 003 RW. 001, SUKAHENING, SUKAHENING, KAB. TASIKMALAYA, JAWA BARAT"
1SSW3I8O,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jl. Ciuncal, Setusari, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat. , SITUSARI, CILEUNGSI, KAB. BOGOR, JAWA BARAT"
ACAMLMDK,Penentuan KA SPPG,Belum Beroperasi,KAB. TANGGAMUS,LAMPUNG,"Jl. Lintas Barat, BANJAR NEGERI, GUNUNG ALIP, KAB. TANGGAMUS, LAMPUNG"
PGAR6G9F,Penentuan KA SPPG,Belum Beroperasi,KOTA SURABAYA,JAWA TIMUR,"Jalan Sikatan No 7, RT 004/RW 002, MANUKAN WETAN, TANDES, KOTA SURABAYA, JAWA TIMUR"
2B8HQJTL,Penentuan KA SPPG,Belum Beroperasi,KAB. SIMALUNGUN,SUMATERA UTARA,"Bahapal Raya, Kec. Raya, Kab. Simalungun, Sumatera Utara, BAHAPAL RAYA, RAYA, KAB. SIMALUNGUN, SUMATERA UTARA"
N6CLQ9IX,Penentuan KA SPPG,Belum Beroperasi,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,"RT 01/RW 04 CEBONGAN LOR, TLOGOADI, MLATI, KAB. SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
GCPABL7G,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jl. Al-Falah Cikaret No. 10 RT. 05 RW. 04, HARAPANJAYA, CIBINONG, KAB. BOGOR, JAWA BARAT"
FD887YAD,Penentuan KA SPPG,Belum Beroperasi,KOTA METRO,LAMPUNG,"Jl. Letjend Alamsyah Ratu Prawiranegara, METRO, METRO PUSAT, KOTA METRO, LAMPUNG"
SLTQ7Z8A,Penentuan KA SPPG,Belum Beroperasi,KAB. SUMBA TIMUR,NUSA TENGGARA TIMUR,"Matawai, MATAWAI, KOTA WAINGAPU, KAB. SUMBA TIMUR, NUSA TENGGARA TIMUR"
EJJXBCLV,Penentuan KA SPPG,Belum Beroperasi,KAB. INDRAGIRI HILIR,RIAU,"Jl. Kembang Gg. Anggrek Kelurahan Tembilahan Hilir Kecamatan Tembilahan Kabupaten Indragiri Hilir Riau, TEMBILAHAN HILIR, TEMBILAHAN, KAB. INDRAGIRI HILIR, RIAU"
WBKVUHXZ,Penentuan KA SPPG,Belum Beroperasi,KOTA CIMAHI,JAWA BARAT,"Jl. Terusan No. 08 Rt. 002 Rw. 003 Kel. Cimahi Kec. Cimahi Tengah, CIMAHI, CIMAHI TENGAH, KOTA CIMAHI, JAWA BARAT"
VZBLKFGG,Penentuan KA SPPG,Belum Beroperasi,KAB. WAY KANAN,LAMPUNG,"Tanjung Rejo Kecamatan Negeri Agung Kabupaten Way Kanan Provinsi Lampung , TANJUNG REJO, NEGERI AGUNG, KAB. WAY KANAN, LAMPUNG"
CTJUA3DL,Penentuan KA SPPG,Belum Beroperasi,KOTA MATARAM,NUSA TENGGARA BARAT,"Jl, Panjitilarnegara No. 36 Mataram, TAMAN SARI, AMPENAN, KOTA MATARAM, NUSA TENGGARA BARAT"
F041GEID,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Cibuntu Rt. 001 Rw. 001 Desa Sukaluyu Kec. Kalibunder Kab. Sukabumi, SUKALUYU, KALIBUNDER, KAB. SUKABUMI, JAWA BARAT"
Y8ONWFFE,Penentuan KA SPPG,Belum Beroperasi,KOTA KUPANG,NUSA TENGGARA TIMUR,"Jl.lanudal, PENFUI, MAULAFA, KOTA KUPANG, NUSA TENGGARA TIMUR"
UVM5AVCH,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT,"BUN MELASE, RENTENG, PRAYA, KAB. LOMBOK TENGAH, NUSA TENGGARA BARAT"
VZGKS04L,Penentuan KA SPPG,Belum Beroperasi,KAB. ROKAN HILIR,RIAU,"Jalan Kecamatan, Kelurahan Bagan Punak, RT 010 RW 004, BAGAN PUNAK , BANGKO, KAB. ROKAN HILIR, RIAU"
D7SAXJCP,Penentuan KA SPPG,Belum Beroperasi,KOTA JAYAPURA,PAPUA,"Jln. Raya abepura depan kantor samsat abepura jayapura Papua, ABEPANTAI, ABEPURA, KOTA JAYAPURA, PAPUA"
PA8SJCAC,Penentuan KA SPPG,Belum Beroperasi,KOTA SURABAYA,JAWA TIMUR,"SIDOTOPO LOR I NO. 30, SIDOTOPO, SEMAMPIR, KOTA SURABAYA, JAWA TIMUR"
BURLNIGP,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Sekardangan Tanjungsekar, Kec. Pucakwangi Kab. Pati Jawa Tengah
, TANJUNGSEKAR, PUCAKWANGI, KAB. PATI, JAWA TENGAH"
2Q4KVF4V,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Jl. R. Natadipura Kp.Tajur Rt. 028 Rw. 006 Desa Purwasedar Kec. Ciracap Kab. Sukabumi, PURWASEDAR, CIRACAP, KAB. SUKABUMI, JAWA BARAT"
WES8TUU4,Penentuan KA SPPG,Belum Beroperasi,KOTA BOGOR,JAWA BARAT,"Jl Kantor Batu no 24A, rt/rw 02/06, Kelurahan Paledang, Kecamatan Bogor Tengah, Kota Bogor, PALEDANG, BOGOR TENGAH, KOTA BOGOR, JAWA BARAT"
Z5Q0A30G,Penentuan KA SPPG,Belum Beroperasi,KOTA BOGOR,JAWA BARAT,"GG.Pala 2 no.105A RT 003 RW 001 Kelurahan Loji Kecamatan Bogor Barat Kota Bogor Jawa Barat, LOJI, BOGOR BARAT, KOTA BOGOR, JAWA BARAT"
LK2FYUXR,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA UTARA,DKI JAKARTA,"Jln. Haji Darpi No.88, RT.1/RW.13, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, TUGU UTARA, KOJA, KOTA ADM. JAKARTA UTARA, DKI JAKARTA"
RO2VUGVT,Penentuan KA SPPG,Belum Beroperasi,KAB. KEDIRI,JAWA TIMUR,"Jl. PaparNo. 71  Dsn. Papar Ds. Papar Kec..Papar, Kediri, PAPAR, PAPAR, KAB. KEDIRI, JAWA TIMUR"
H6TSPJGQ,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDA ACEH,ACEH,"Jalan Taman Krueng Neng, LAMJAMEE, JAYA BARU, KOTA BANDA ACEH, ACEH"
L8FX8FLJ,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN,"jalan lintas timur desa tugu jaya Rt.001 Rw.002 , TUGU JAYA, LEMPUING, KAB. OGAN KOMERING ILIR, SUMATERA SELATAN"
DT3OSSBM,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Jl. Raya Laswi No. 380 RT.01 RW.04, CIHEULANG, CIPARAY, KAB. BANDUNG, JAWA BARAT"
TTFVF8OB,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"Jalan Warung Peuteuy Desa Sukaraja Kec Banyuresmi Kab Garut Jawa Barat, SUKARAJA, BANYURESMI, KAB. GARUT, JAWA BARAT"
X6ODL31Z,Penentuan KA SPPG,Belum Beroperasi,KOTA DEPOK,JAWA BARAT,"JL. SUMUR BANDUNG I RT. 001 / 002 HARJAMUKTI , CIMANGGIS DEPOK JAWA BARAT, HARJAMUKTI, CIMANGGIS, KOTA DEPOK, JAWA BARAT"
LFJR6QLC,Penentuan KA SPPG,Belum Beroperasi,KAB. CIANJUR,JAWA BARAT,"Jalan Perwira no 02 A RT/RW 002/005 Kelurahan Sawahgede Kecamatan Cianjur Kabupaten Cianjur 43212, SAWAHGEDE, CIANJUR, KAB. CIANJUR, JAWA BARAT"
6VC1CXXW,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Kp.Tonggoh Rt.005 / 01 No.5 Desa Gunungsari Kec. Citeureup, GUNUNGSARI, CITEUREUP, KAB. BOGOR, JAWA BARAT"
ZK830KWS,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jl. ZA.Pagar Alam no. 12, RAJABASA, RAJABASA, KOTA BANDAR LAMPUNG, LAMPUNG"
CJJ8GQUR,Penentuan KA SPPG,Belum Beroperasi,KOTA SALATIGA,JAWA TENGAH,"RT.02/RW.08 Kel. Ledok, Kec. Argomulyo, Kota Salatiga, LEDOK, ARGOMULYO, KOTA SALATIGA, JAWA TENGAH"
9Y9RELWL,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jl. Harapan Komplek Cemara Indah No.01 , LABUHAN RATU RAYA, LABUHAN RATU, KOTA BANDAR LAMPUNG, LAMPUNG"
6TELDM1W,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG UTARA,LAMPUNG,"Jln. Merpati 1, kel. Tanjung Harapan Kecamatan Kotabumi Selatan. Kabupaten  Lampung Utara LAMPUNG, TANJUNGHARAPAN, KOTABUMI SELATAN, KAB. LAMPUNG UTARA, LAMPUNG"
LLFNARIY,Penentuan KA SPPG,Belum Beroperasi,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,"Siyono Kidul, RT 042 RW 08, Logandeng, Playen, Gunungkidul, D.I. Yogyakarta., LOGANDENG, PLAYEN, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA"
EBSH84NP,Penentuan KA SPPG,Belum Beroperasi,KAB. KENDAL,JAWA TENGAH,"Jl. MliwisNo.1 Rt.003 Rw.006,  Purwokerto, Kec. Patebon, Kabupaten Kendal, Jawa Tengah 51351, PURWOKERTO, PATEBON, KAB. KENDAL, JAWA TENGAH"
H2EOJ7P0,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDAR LAMPUNG,LAMPUNG,"Jl. Sultan Agung gg. Bangsawan No. 46 A, SEPANG JAYA, LABUHAN RATU, KOTA BANDAR LAMPUNG, LAMPUNG"
SMSXE1UU,Penentuan KA SPPG,Belum Beroperasi,KAB. KENDAL,JAWA TENGAH,"Dusun Padolengan RT 05, RW 06, Desa Mororejo, Kec. Kaliwungu, Kab. Kendal, Jawa Tengah., MOROREJO, KALIWUNGU, KAB. KENDAL, JAWA TENGAH"
BPZPLTNB,Penentuan KA SPPG,Belum Beroperasi,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,"Jalan Arjuna No. 30, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, WIROBRAJAN, WIROBRAJAN, KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA"
JLHGLTP2,Penentuan KA SPPG,Belum Beroperasi,KAB. SERANG,BANTEN,"Jl Lingkar Luar RT 02 RW 06 Kel Serdang Kec Kramatwatu Kabupaten Serang, SERDANG, KRAMATWATU, KAB. SERANG, BANTEN"
VVV5Z4A1,Penentuan KA SPPG,Belum Beroperasi,KAB. KEDIRI,JAWA TIMUR,"Jalan Raya Mojo, Tamansari, Desa Kranding, Kecamatan Mojo Kab Kediri Jawq Timur, KRANDING, MOJO, KAB. KEDIRI, JAWA TIMUR"
2LURDAMN,Penentuan KA SPPG,Belum Beroperasi,KOTA MEDAN,SUMATERA UTARA,"Jalan Bunga Stella 1 No.76A, SIMPANG SELAYANG, MEDAN TUNTUNGAN, KOTA MEDAN, SUMATERA UTARA"
V15VWKYW,Penentuan KA SPPG,Belum Beroperasi,KAB. BREBES,JAWA TENGAH,"Beber dukuh RT 001. RW 001, CIGADUNG, BANJARHARJO, KAB. BREBES, JAWA TENGAH"
KHB8KRWK,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK UTARA,NUSA TENGGARA BARAT,"Jalan Raya Tanjung-Bayan Dusun Lendang Mamben Desa Anyar Kecamatan Bayan Kabupaten Lombok Utara, NTB, ANYAR, BAYAN, KAB. LOMBOK UTARA, NUSA TENGGARA BARAT"
ICRN66YT,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"Jl. Bojong Nangka, SUKAMENAK, PURBARATU, KOTA TASIKMALAYA, JAWA BARAT"
QPJGHPAY,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jl. Cendrawasih No. 21, Kel. Tajurhalang, Kec. Tajurhalang, Kabupaten Bogor, Kode Pos : 16320, Jawa Barat, TAJURHALANG, TAJURHALANG, KAB. BOGOR, JAWA BARAT"
